City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
337,Bubaque,GW,11.28,-15.83,78.33,86,100,7.94,moderate rain
338,Tutoia,BR,-2.76,-42.27,79.38,77,57,18.16,broken clouds
339,Kresek,ID,-6.13,106.38,80.01,83,20,6.93,haze
340,Kobryn,BY,52.21,24.36,53.22,85,100,9.13,overcast clouds
341,Farkhor,TJ,37.49,69.4,50.0,93,20,3.91,few clouds
342,Chicama,PE,-7.84,-79.15,67.33,69,62,10.0,broken clouds
343,Luanda,AO,-8.84,13.23,75.2,78,75,6.93,broken clouds
344,Libourne,FR,44.92,-0.25,61.0,87,100,6.93,overcast clouds
345,Makakilo City,US,21.35,-158.09,86.0,51,1,6.93,clear sky
346,Emmett,US,43.87,-116.5,82.99,30,0,7.07,clear sky
347,Cheremukhovo,RU,60.35,59.99,43.74,84,0,2.13,clear sky
348,Neuquen,AR,-38.95,-68.06,59.0,21,0,14.99,clear sky
349,Iquique,CL,-20.22,-70.14,62.6,67,90,19.46,overcast clouds
350,Riyadh,SA,24.69,46.72,78.8,27,0,6.93,clear sky
351,Fomboni,KM,-12.28,43.74,78.22,78,0,4.54,clear sky
352,Marabba,SD,12.35,32.18,77.09,75,100,10.92,overcast clouds
353,Garowe,SO,8.41,48.48,78.76,62,96,7.74,overcast clouds
354,Port Hedland,AU,-20.32,118.57,62.6,88,0,5.82,clear sky
355,Manavalakurichi,IN,8.13,77.3,78.8,94,40,3.36,mist
356,Ejido,VE,8.55,-71.24,73.89,60,66,3.56,moderate rain
357,Saint-Augustin,CA,51.23,-58.65,60.42,92,100,18.39,overcast clouds
358,Saint-Francois,FR,46.42,3.91,53.01,93,75,5.82,broken clouds
359,Komsomolskiy,UZ,40.43,71.72,53.6,76,20,4.7,few clouds
360,Bessemer,US,33.4,-86.95,77.0,44,0,9.17,clear sky
361,Niquelandia,BR,-14.47,-48.46,88.16,21,8,4.14,clear sky
362,Suozhen,CN,36.95,118.1,64.0,64,20,5.97,few clouds
363,Bandarbeyla,SO,9.49,50.81,80.46,70,80,24.94,broken clouds
364,Pula,HR,44.87,13.85,51.8,93,0,1.12,clear sky
365,Liaozhong,CN,41.51,122.72,41.0,93,98,4.47,light rain
366,Ahuimanu,US,21.44,-157.84,89.01,62,20,6.93,few clouds
367,Brae,GB,60.4,-1.35,51.8,100,100,19.46,moderate rain
368,Kodinsk,RU,58.69,99.18,30.72,97,100,4.52,overcast clouds
369,Acapulco,MX,16.86,-99.89,86.0,74,20,9.17,few clouds
370,Manadhoo,MV,5.77,73.38,81.41,75,100,9.98,overcast clouds
371,Kharp,RU,66.8,65.81,42.28,88,37,6.64,scattered clouds
372,Shingu,JP,33.73,135.98,66.96,81,97,4.03,overcast clouds
373,Shimoda,JP,34.67,138.95,60.01,94,100,8.43,light rain
374,Palembang,ID,-2.92,104.75,74.12,95,29,1.97,light rain
375,Amarante Do Maranhao,BR,-5.57,-46.74,83.46,49,97,3.89,overcast clouds
376,Tulle,FR,45.33,1.83,55.99,48,98,1.01,overcast clouds
377,Kieta,PG,-6.22,155.63,82.65,73,100,0.87,light rain
378,Sobolevo,RU,54.43,31.9,51.96,57,36,12.35,scattered clouds
379,Galveston,US,29.37,-94.97,82.99,37,1,10.29,clear sky
380,Digby,CA,44.62,-65.77,66.99,88,100,5.99,overcast clouds
381,Brooks,CA,50.58,-111.89,59.0,33,41,1.01,scattered clouds
382,Lovozero,RU,68.0,35.01,39.54,90,12,1.92,few clouds
383,Tres Lagoas,BR,-20.75,-51.68,93.49,12,18,8.95,few clouds
384,Caravelas,BR,-17.71,-39.25,74.28,86,0,6.38,clear sky
385,La Brea,HN,15.8,-85.97,81.16,85,90,2.82,moderate rain
386,Baculin,PH,7.45,126.58,78.55,76,39,4.5,scattered clouds
387,Shaowu,CN,27.34,117.48,63.91,89,27,1.72,scattered clouds
388,Clyde River,CA,70.47,-68.59,28.4,92,75,12.75,light snow
389,Murchison,NZ,-41.8,172.33,54.57,54,11,1.36,few clouds
390,Oleksandrivka,UA,48.96,32.23,57.67,91,98,14.52,moderate rain
391,Tautira,PF,-17.73,-149.15,78.8,78,75,8.05,broken clouds
392,Nadvoitsy,RU,63.87,34.32,46.99,92,93,3.06,overcast clouds
393,Eston,CA,51.15,-108.75,55.99,35,20,19.46,few clouds
394,Vardo,NO,70.37,31.11,50.0,87,40,3.36,scattered clouds
395,Yashkul,RU,46.17,45.34,58.77,49,98,18.63,overcast clouds
396,Baoning,CN,25.34,110.03,69.8,94,90,2.24,mist
397,Taman,RU,45.21,36.72,57.2,87,40,4.47,scattered clouds
398,Marmande,FR,44.5,0.17,60.01,84,67,4.18,broken clouds
399,Inirida,CO,3.87,-67.92,80.53,81,100,2.82,overcast clouds
400,Bay Roberts,CA,47.6,-53.26,70.0,1,49,14.41,scattered clouds
401,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,44.6,100,20,8.95,few clouds
402,Adilcevaz,TR,38.8,42.73,53.6,62,20,1.12,few clouds
403,Tomatlan,MX,19.93,-105.25,84.54,78,58,6.04,moderate rain
404,Kloulklubed,PW,7.04,134.26,77.0,88,90,6.93,overcast clouds
405,Talnakh,RU,69.49,88.4,24.8,100,40,4.47,scattered clouds
406,Mahibadhoo,MV,3.78,72.97,81.61,79,100,9.08,light rain
407,Ossora,RU,59.24,163.07,46.45,79,96,3.13,overcast clouds
408,Zhezkazgan,KZ,47.8,67.71,44.87,49,50,8.37,scattered clouds
409,Klyuchi,RU,52.27,79.17,42.1,60,94,6.87,overcast clouds
410,Vila,PT,42.03,-8.16,63.0,77,75,6.93,broken clouds
411,Port Augusta,AU,-32.5,137.77,55.0,100,14,4.7,few clouds
412,Saint-Joseph,RE,-21.37,55.62,68.0,77,20,3.36,few clouds
413,Macusani,PE,-14.08,-70.43,40.62,75,97,7.61,light rain
414,Lavrentiya,RU,65.58,-171.0,37.11,79,4,12.03,clear sky
415,Solnechnyy,RU,50.72,136.63,42.55,80,0,1.16,clear sky
416,Coquimbo,CL,-29.95,-71.34,60.8,63,30,14.99,scattered clouds
417,Kabanjahe,ID,3.1,98.49,63.09,95,20,1.48,light rain
418,Grand-Santi,GF,4.25,-54.38,85.53,50,100,3.04,overcast clouds
419,Shakiso,ET,5.75,38.92,60.17,91,98,2.68,light rain
420,Najran,SA,17.49,44.13,75.2,23,11,4.12,few clouds
421,Lumphat,KH,13.49,106.98,72.7,96,86,1.39,overcast clouds
422,Kurchum,KZ,48.57,83.65,38.28,77,0,8.75,clear sky
423,Thunder Bay,CA,48.4,-89.32,53.6,76,75,10.29,broken clouds
424,Pozo Colorado,PY,-23.49,-58.8,98.31,19,49,8.68,scattered clouds
425,Callaguip,PH,18.07,120.49,77.0,100,75,3.36,broken clouds
426,Qasigiannguit,GL,68.82,-51.19,24.8,45,34,5.82,scattered clouds
427,Umea,SE,63.83,20.26,50.0,100,90,2.24,fog
428,Mountrath,IE,53.0,-7.47,46.0,93,60,1.99,broken clouds
429,Batemans Bay,AU,-35.72,150.18,60.01,74,62,4.0,broken clouds
430,Zhigansk,RU,66.77,123.37,27.82,97,79,4.32,broken clouds
431,Clarence Town,AU,-32.58,151.78,59.0,87,75,17.22,light rain
432,Menongue,AO,-14.66,17.69,65.73,73,100,4.94,overcast clouds
433,Nakamura,JP,32.98,132.93,62.37,90,0,3.78,clear sky
434,Strezhevoy,RU,60.73,77.59,39.2,93,100,3.13,overcast clouds
435,Pinawa,CA,50.15,-95.88,46.56,88,100,9.6,light rain
436,Redlands,US,34.06,-117.18,107.6,6,5,9.17,clear sky
437,Pudozh,RU,61.81,36.53,49.59,83,95,3.29,overcast clouds
438,Montes Altos,BR,-5.83,-47.07,84.25,49,94,2.28,overcast clouds
439,Tomari,RU,47.77,142.07,51.6,69,84,6.15,broken clouds
440,Cukai,MY,4.25,103.42,75.2,94,12,2.24,few clouds
441,Ugoofaaru,MV,5.67,73.0,81.48,74,99,10.0,overcast clouds
442,San Jose,US,37.34,-121.89,91.0,39,5,5.82,smoke
443,Asyut,EG,27.18,31.18,86.0,37,0,11.41,clear sky
444,Port-Cartier,CA,50.03,-66.87,57.2,93,75,20.8,broken clouds
445,Lac-Megantic,CA,45.58,-70.88,55.99,76,45,1.99,scattered clouds
446,Nelson Bay,AU,-32.72,152.15,59.0,87,75,17.22,light rain
447,Sokoni,TZ,-6.43,39.55,77.29,85,0,12.41,clear sky
448,Dese,ET,11.13,39.63,52.38,83,71,1.63,broken clouds
449,Payo,ID,-3.75,103.64,71.64,93,10,1.95,clear sky
450,Ankazoabo,MG,-22.28,44.52,69.57,69,0,10.18,clear sky
451,Dossor,KZ,47.53,52.98,59.88,35,0,10.18,clear sky
452,Ozernovskiy,RU,51.5,156.52,49.86,88,100,1.88,overcast clouds
453,Assiniboia,CA,49.63,-105.98,47.86,52,94,20.78,overcast clouds
454,Warmbad,NA,-28.45,18.73,48.18,69,0,12.1,clear sky
455,Enshi,CN,30.3,109.48,63.25,83,75,0.36,broken clouds
456,Ochakiv,UA,46.61,31.55,59.0,82,20,2.24,few clouds
457,Emba,KZ,48.83,58.14,52.97,60,0,10.47,clear sky
458,Maebaru,JP,33.55,130.2,66.0,93,20,3.36,few clouds
459,Gat,IL,31.61,34.76,78.01,80,0,1.36,clear sky
460,Colquechaca,BO,-18.67,-66.02,40.66,83,62,10.45,light rain
461,Praya,CV,14.92,-23.51,78.8,83,20,12.75,few clouds
462,Port Blair,IN,11.67,92.75,81.1,82,100,18.37,moderate rain
463,Vestmannaeyjar,IS,63.44,-20.27,41.34,71,100,15.46,overcast clouds
464,Valle De Juarez,MX,19.93,-102.93,71.62,55,34,1.39,scattered clouds
465,Ambon,ID,-3.7,128.18,75.2,94,40,6.93,scattered clouds
466,Norwalk,US,33.9,-118.08,102.99,32,1,10.29,clear sky
467,Kapit,MY,2.02,112.93,73.31,93,100,0.92,overcast clouds
468,Ilebo,CD,-4.32,20.58,73.96,79,22,1.14,few clouds
469,Rurrenabaque,BO,-14.44,-67.53,88.83,43,0,4.56,clear sky
470,Te Anau,NZ,-45.42,167.72,44.44,86,98,3.78,overcast clouds
471,Necochea,AR,-38.55,-58.74,54.0,87,100,1.16,overcast clouds
472,Jalu,LY,29.03,21.55,80.83,39,0,8.63,clear sky
473,San Quintin,MX,30.48,-115.95,89.8,26,0,13.22,clear sky
474,Vera Cruz,BR,-12.63,-41.03,78.8,54,36,5.82,scattered clouds
475,Kapiri Mposhi,ZM,-13.97,28.68,70.27,47,0,9.19,clear sky
476,Clifton,US,40.86,-74.16,69.8,43,1,12.75,clear sky
477,Jaynagar-Majilpur,IN,22.18,88.42,80.6,94,75,4.7,light rain
478,Yarensk,RU,62.17,49.09,46.96,96,43,4.14,scattered clouds
479,Virginia Beach,US,36.85,-75.98,72.0,49,0,4.0,clear sky
480,Longhua,CN,23.61,114.19,72.75,83,96,1.72,light rain
481,Beloha,MG,-25.17,45.05,65.97,74,76,12.21,broken clouds
482,Mackenzie,CA,55.3,-123.17,53.6,58,1,2.24,clear sky
483,Skelleftea,SE,64.75,20.95,52.0,93,98,3.36,overcast clouds
484,Mahenge,TZ,-8.68,36.72,65.39,62,0,3.6,clear sky
485,Bowen,AU,-20.02,148.23,64.4,88,40,3.36,scattered clouds
486,Santo Domingo,DO,18.5,-69.99,82.0,94,75,3.56,broken clouds
487,Argelia,CO,2.26,-77.25,70.41,75,78,0.45,moderate rain
488,Petrolina,BR,-9.4,-40.5,87.8,33,0,12.75,clear sky
489,Liverpool,GB,53.41,-2.98,55.4,93,75,6.93,light rain
490,Shitanjing,CN,39.23,106.34,46.04,51,5,7.99,clear sky
491,Tongliao,CN,43.61,122.27,49.8,59,100,5.19,moderate rain
492,Gushikawa,JP,26.35,127.87,73.4,83,1,5.82,clear sky
493,Tibacuy,CO,4.35,-72.46,78.28,81,88,4.03,overcast clouds
494,Nantucket,US,41.28,-70.1,68.0,77,1,20.8,clear sky
495,Tuatapere,NZ,-46.13,167.68,47.86,75,98,5.19,overcast clouds
496,Santa Cruz,BO,-17.8,-63.17,93.2,46,3,19.46,clear sky
497,Suntar,RU,62.14,117.63,24.75,93,29,2.64,scattered clouds
498,Tepalcatepec,MX,19.18,-102.85,88.29,45,63,3.15,broken clouds
499,Biltine,TD,14.53,20.92,81.19,64,99,9.64,overcast clouds
500,Tongren,CN,27.72,109.19,65.1,87,100,1.81,light rain
501,Tamandare,BR,-8.76,-35.1,75.52,81,5,8.79,clear sky
502,Husavik,IS,66.04,-17.34,41.0,86,90,6.93,moderate rain
503,Cayenne,GF,4.93,-52.33,82.4,78,90,6.93,overcast clouds
504,Tres Arroyos,AR,-38.37,-60.28,59.47,54,98,2.42,overcast clouds
505,Diapaga,BF,12.07,1.79,73.53,91,65,6.53,broken clouds
506,Gomel,BY,52.43,30.98,55.4,62,86,8.95,overcast clouds
507,Imeni Zhelyabova,RU,58.95,36.6,47.35,85,0,4.88,clear sky
508,Lichinga,MZ,-13.31,35.24,69.8,49,20,9.17,few clouds
509,Tucuman,AR,-26.82,-65.22,98.6,22,1,9.17,clear sky
510,Druzhba,UA,52.04,33.95,59.74,37,85,14.2,overcast clouds
511,Kuzino,RU,57.02,59.44,44.1,94,0,0.78,clear sky
512,Mahanoro,MG,-19.9,48.8,70.02,93,15,5.12,few clouds
513,Lucapa,AO,-8.42,20.74,68.85,93,62,2.73,light rain
514,Vysokogornyy,RU,50.12,139.15,39.52,83,0,0.49,clear sky
515,Saint Anthony,US,45.02,-93.22,62.6,41,75,18.34,broken clouds
516,Guarapari,BR,-20.67,-40.5,80.01,83,4,17.22,clear sky
517,Gorbatov,RU,56.13,43.06,44.6,93,98,2.24,overcast clouds
518,Chongwe,ZM,-15.33,28.68,71.6,53,0,5.82,clear sky
519,Wanning,CN,18.8,110.4,78.8,87,51,2.82,broken clouds
520,Balabac,PH,7.99,117.06,81.41,77,100,5.53,light rain
521,Jacqueville,CI,5.21,-4.41,78.8,88,20,9.17,few clouds
522,Quang Ngai,VN,15.12,108.8,76.93,83,85,4.56,overcast clouds
523,Byron Bay,AU,-28.65,153.62,66.2,68,40,2.24,scattered clouds
524,Karaton,ID,-6.34,106.1,82.0,83,20,6.93,haze
525,Lasa,IT,46.62,10.7,48.0,87,5,3.36,clear sky
526,Anito,PH,12.45,125.29,78.15,87,100,3.27,overcast clouds
527,Vila Franca Do Campo,PT,37.72,-25.43,68.0,77,75,1.12,broken clouds
528,Tukan,RU,53.84,57.46,44.71,91,0,1.83,clear sky
529,Denton,US,33.2,-97.13,91.99,17,1,11.41,clear sky
530,Ballina,AU,-28.87,153.57,66.2,68,40,2.24,scattered clouds
531,Kathmandu,NP,27.72,85.32,69.8,94,75,3.36,broken clouds
532,Ranong,TH,9.97,98.63,79.3,85,87,7.4,light rain
533,Itarema,BR,-2.92,-39.92,78.22,75,0,16.71,clear sky
534,Chapais,CA,49.78,-74.85,48.2,93,90,6.93,light rain
535,Burns Lake,CA,54.23,-125.75,56.82,69,100,3.69,overcast clouds
536,Poquoson,US,37.12,-76.35,71.6,52,1,13.87,clear sky
537,Kyabram,AU,-36.32,145.05,46.2,89,2,6.69,clear sky
538,Bone,DE,51.97,12.14,50.0,83,11,3.2,few clouds
539,College,US,64.86,-147.8,59.0,53,90,9.17,overcast clouds
540,Luganville,VU,-15.53,167.17,78.8,83,75,13.87,shower rain
541,Laguna,US,38.42,-121.42,100.0,15,1,9.17,haze
542,Cabedelo,BR,-6.98,-34.83,78.8,74,20,13.87,few clouds
543,Luxeuil-Les-Bains,FR,47.82,6.37,51.8,93,75,3.36,broken clouds
544,Sur,OM,22.57,59.53,81.7,52,0,6.53,clear sky
545,Rothenbach,DE,47.62,9.98,48.99,80,0,3.0,clear sky
546,Raseiniai,LT,55.37,23.12,51.8,93,100,9.17,overcast clouds
547,Dunedin,NZ,-45.87,170.5,49.23,58,82,0.2,broken clouds
548,Richards Bay,ZA,-28.78,32.04,65.21,76,17,17.94,few clouds
549,Aklavik,CA,68.22,-135.01,35.6,100,90,8.05,fog
550,Dauphin,CA,51.15,-100.05,48.2,66,90,21.92,overcast clouds
551,Antofagasta,CL,-23.65,-70.4,59.0,77,75,17.22,broken clouds
552,Redcliffe,AU,-27.23,153.1,66.99,63,40,16.11,scattered clouds
553,Berlevag,NO,70.86,29.09,50.0,87,89,3.36,overcast clouds
554,Narasannapeta,IN,18.42,84.05,75.81,88,100,5.86,overcast clouds
555,Port Hardy,CA,50.7,-127.42,71.6,60,75,8.05,broken clouds
556,Trincomalee,LK,8.57,81.23,79.88,78,77,17.4,broken clouds
557,Linxia,CN,35.6,103.21,47.84,71,100,2.04,overcast clouds
558,Centerville,US,39.63,-84.16,69.01,48,90,10.29,overcast clouds
559,Goma,CD,-1.68,29.22,62.89,78,24,2.93,light rain
560,Teguise,ES,29.06,-13.56,73.4,69,20,10.29,few clouds
561,Bealanana,MG,-14.55,48.73,60.49,92,11,0.16,few clouds
562,Damietta,EG,31.42,31.81,80.6,78,20,6.93,few clouds
563,Arcata,US,40.87,-124.08,68.0,77,90,11.41,haze
564,Leh,IN,34.17,77.58,41.23,55,0,3.98,clear sky
565,Tashla,RU,51.77,52.74,52.68,55,0,5.79,clear sky
566,Pisco,PE,-13.7,-76.22,68.0,72,17,20.8,few clouds
567,Parfenyevo,RU,58.48,43.41,47.86,93,62,4.47,broken clouds
568,Fuerte Olimpo,PY,-21.04,-57.87,98.92,18,0,8.57,clear sky
569,Asbury Park,US,40.22,-74.01,70.0,46,1,11.41,clear sky
570,Kununurra,AU,-15.77,128.73,75.2,100,94,1.12,overcast clouds
571,Bull Savanna,JM,17.89,-77.59,79.27,77,96,16.33,overcast clouds
572,Sept-Iles,CA,50.2,-66.38,57.2,93,75,20.8,broken clouds
573,Quelimane,MZ,-17.88,36.89,75.2,88,37,4.7,scattered clouds
574,Columbia,US,34.0,-81.03,75.2,46,1,3.36,clear sky
575,Aduturai,IN,11.01,79.48,76.42,80,100,10.4,overcast clouds
576,Elizabethtown,US,37.69,-85.86,78.8,33,1,19.46,clear sky
577,Jumla,NP,29.27,82.18,54.25,59,0,3.74,clear sky
578,Lanxi,CN,29.22,119.48,60.62,91,0,2.04,clear sky
579,Tianguismanalco,MX,18.95,-98.43,69.8,46,40,3.36,scattered clouds
580,Kutum,SD,14.2,24.67,77.7,59,100,19.98,overcast clouds
581,Turka,UA,49.15,23.03,51.01,90,100,4.23,light rain
582,Tahta,EG,26.77,31.5,87.8,15,0,6.93,clear sky
583,Moroni,KM,-11.7,43.26,77.59,72,0,4.09,clear sky
584,Lanquin,GT,15.57,-89.97,76.77,87,36,2.62,moderate rain
585,Noyabrsk,RU,63.2,75.45,39.92,86,100,7.11,light rain
586,Manokwari,ID,-0.87,134.08,79.47,73,99,3.11,overcast clouds
587,Ellsworth,US,44.54,-68.42,64.99,88,1,14.99,clear sky
588,Boende,CD,-0.22,20.87,71.71,92,93,0.85,light rain
589,Hami,CN,42.8,93.45,48.02,42,0,15.88,clear sky
590,Cajati,BR,-24.74,-48.12,73.63,85,37,4.7,scattered clouds
591,Lewiston,US,44.1,-70.21,68.0,49,40,10.29,scattered clouds
592,Gunjur,GM,13.2,-16.73,77.0,100,40,11.88,scattered clouds
593,Kushima,JP,31.46,131.23,62.6,93,20,6.93,few clouds
594,Sattur,IN,9.37,77.93,77.0,88,40,6.93,scattered clouds
595,Olafsvik,IS,64.89,-23.71,40.26,71,72,13.85,broken clouds
596,Kaseda,JP,31.42,130.32,59.0,100,40,5.82,fog
597,Camana,PE,-16.62,-72.71,62.87,75,68,5.99,broken clouds
598,Kendari,ID,-3.94,122.5,73.71,90,97,3.65,overcast clouds
599,Stokmarknes,NO,68.56,14.91,52.0,92,67,2.98,broken clouds
600,Bati,ET,11.18,40.02,68.86,60,44,5.68,scattered clouds
601,Kyra,RU,49.58,111.98,39.72,90,100,10.96,light rain
602,Nuevo Imperial,PE,-13.08,-76.32,64.69,72,20,6.2,few clouds
603,Huarmey,PE,-10.07,-78.15,65.21,75,21,10.56,few clouds
604,Shubarkuduk,KZ,49.14,56.49,53.38,60,0,10.2,clear sky
605,Novi Sanzhary,UA,49.34,34.31,59.14,70,84,19.19,broken clouds
606,Point Pedro,LK,9.82,80.23,82.18,78,78,14.23,light rain
607,Xining,CN,36.62,101.77,46.24,75,98,2.95,overcast clouds
608,Tigzirt,DZ,36.89,4.12,70.52,82,100,4.72,overcast clouds
609,Setermoen,NO,68.86,18.35,46.4,100,72,5.82,broken clouds
610,Tessalit,ML,20.2,1.01,90.21,12,0,9.91,clear sky
611,Buraydah,SA,26.33,43.98,80.6,32,0,5.82,clear sky
612,Abnub,EG,27.27,31.15,86.0,37,0,11.41,clear sky
613,Deputatskiy,RU,69.3,139.9,25.41,94,39,23.71,scattered clouds
614,Suchiapa,MX,16.62,-93.08,77.0,69,75,17.22,broken clouds
615,Kroya,ID,-7.63,109.25,63.0,88,53,5.35,light rain
616,Belmonte,BR,-15.86,-38.88,77.0,73,40,10.29,scattered clouds
617,Lanzhou,CN,36.06,103.79,53.01,73,88,1.03,overcast clouds
618,Quchan,IR,37.11,58.51,43.43,53,73,6.06,broken clouds
619,Sovetskaya Gavan,RU,48.97,140.29,47.79,72,9,4.76,clear sky
620,Sambava,MG,-14.27,50.17,72.61,92,53,4.52,broken clouds
621,Taltal,CL,-25.4,-70.48,61.39,63,58,5.75,broken clouds
622,Maarianhamina,AX,60.1,19.93,50.0,93,40,2.24,scattered clouds
623,Wucheng,CN,29.6,118.17,60.35,84,5,2.37,clear sky
624,Marsa Matruh,EG,31.35,27.25,75.2,64,0,6.93,clear sky
625,Zhanaozen,KZ,43.3,52.8,51.42,46,0,11.63,clear sky
626,Altar,MX,30.7,-111.82,102.99,12,0,8.01,clear sky
627,Zamora,EC,-4.07,-78.96,69.55,70,94,1.23,light rain
628,Kayerkan,RU,69.35,87.76,24.8,100,40,4.47,scattered clouds
629,Road Town,VG,18.42,-64.62,84.99,88,85,3.0,light rain
630,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,77.74,93,100,1.95,light rain
631,Gambo,CF,4.65,22.26,68.77,97,100,1.79,overcast clouds
632,Caxias,PT,38.7,-9.28,64.0,77,20,6.93,few clouds
633,Mayumba,GA,-3.43,10.66,75.58,79,87,6.46,overcast clouds
634,Bonthe,SL,7.53,-12.51,77.92,88,100,4.7,light rain
635,Archidona,ES,37.1,-4.39,69.01,85,95,1.01,overcast clouds
636,Bokoro,TD,12.38,17.06,79.54,66,83,6.06,broken clouds
637,Poronaysk,RU,49.22,143.12,47.1,81,57,7.11,broken clouds
638,Churachandpur,IN,24.33,93.67,68.54,98,100,1.61,moderate rain
639,Palu,ID,-0.89,119.87,75.96,78,93,2.95,overcast clouds
640,Abomsa,ET,9.98,39.98,70.5,54,98,5.1,overcast clouds
641,Sompeta,IN,18.93,84.6,78.87,82,100,6.71,moderate rain
642,Orlik,RU,52.52,99.83,22.24,90,87,2.53,overcast clouds
643,Krasnogorsk,RU,55.82,37.32,53.6,75,6,8.95,clear sky
644,Ginda,IN,30.69,78.49,58.66,43,0,5.57,clear sky
645,Tommot,RU,58.96,126.29,43.43,82,100,3.78,overcast clouds
646,Manaira,BR,-7.71,-38.15,78.42,39,59,12.28,broken clouds
647,Riviere-Au-Renard,CA,49.0,-64.4,71.6,78,75,29.97,broken clouds
648,Mitsamiouli,KM,-11.38,43.28,78.46,78,0,5.01,clear sky
649,Lypova Dolyna,UA,50.56,33.8,60.71,50,98,18.61,overcast clouds
650,Fuyu,CN,45.18,124.82,45.45,81,84,5.77,broken clouds
651,Flagstaff,US,35.2,-111.65,81.0,8,1,6.49,clear sky
652,Koutsouras,GR,35.03,25.95,72.0,63,1,8.01,clear sky
653,Karratha,AU,-20.74,116.85,66.88,49,0,4.21,clear sky
654,Bilma,NE,18.69,12.92,90.68,12,7,4.5,clear sky
655,Vanimo,PG,-2.67,141.3,76.77,88,100,8.43,light rain
656,La Ronge,CA,55.1,-105.28,46.4,65,90,13.87,overcast clouds
657,Am Timan,TD,11.03,20.28,70.79,85,51,1.59,broken clouds
658,Baijiantan,CN,45.63,85.18,44.69,57,0,3.31,clear sky
659,Shvartsevskiy,RU,54.1,37.99,53.96,56,34,12.06,scattered clouds
660,Rio Grande,BR,-32.03,-52.1,68.0,90,46,7.47,light rain
661,Mattru,SL,7.62,-11.83,74.57,95,100,2.68,moderate rain
662,Newcastle,AU,-32.93,151.78,63.0,87,75,17.22,broken clouds
663,Lively,CA,46.43,-81.15,55.4,66,75,9.17,broken clouds
664,Thinadhoo,MV,0.53,72.93,83.23,68,100,5.23,moderate rain
665,Inhambane,MZ,-23.86,35.38,71.28,85,70,13.09,broken clouds
666,Oktyabrskoye,RU,43.06,44.74,53.6,87,100,2.24,overcast clouds
667,Songjianghe,CN,42.19,127.48,38.95,88,0,3.13,clear sky
668,Boden,SE,65.83,21.69,51.8,100,68,4.7,mist
669,Ilesha,NG,7.14,5.26,70.29,97,100,1.88,overcast clouds
670,Batagay,RU,67.63,134.63,27.28,87,54,3.91,broken clouds
671,Les Cayes,HT,18.2,-73.75,83.44,80,100,10.0,light rain
672,Praia,CV,14.92,-23.51,78.8,83,20,12.75,few clouds
673,Hohhot,CN,40.81,111.65,48.2,42,0,8.95,clear sky
674,Malanje,AO,-9.54,16.34,68.59,79,100,3.47,overcast clouds
675,Havoysund,NO,71.0,24.66,48.2,100,75,10.29,broken clouds
676,Margherita,IN,27.28,95.68,74.59,91,59,1.83,light rain
677,Pag,HR,44.45,15.06,51.8,93,0,2.24,clear sky
678,Merauke,ID,-8.47,140.33,78.35,70,94,16.49,overcast clouds
679,Jishou,CN,28.32,109.72,64.56,89,95,1.7,light rain
680,Guanay,BO,-15.5,-67.88,75.65,78,81,3.2,light rain
681,Johi,PK,26.69,67.61,88.72,55,0,7.92,clear sky
